0.0123	0.75271	0.015388	0.0123	0.66718
0.012915	0.68702	0.012687	0.012915	0.63227
0.013561	0.62217	0.010529	0.013561	0.58677
0.014239	0.56069	0.0089517	0.014239	0.53449
0.014951	0.4944	0.0076678	0.014951	0.47676
0.015698	0.41225	0.0061767	0.015698	0.41484
0.016483	0.35177	0.0055123	0.016483	0.35018
0.017307	0.28787	0.0045028	0.017307	0.28527
0.018173	0.22066	0.0035814	0.018173	0.22277
0.019081	0.16084	0.0029276	0.019081	0.16593
0.020035	0.10485	0.0022108	0.020035	0.11715
0.021037	0.072547	0.0017704	0.021037	0.078198
0.022089	0.044826	0.0013028	0.022089	0.049647
0.023193	0.026785	0.00096283	0.023193	0.030848
0.024353	0.019031	0.00079862	0.024353	0.020167
0.025571	0.015066	0.00069146	0.025571	0.015522
0.026849	0.013295	0.00064397	0.026849	0.014713
0.028192	0.015962	0.00087433	0.028192	0.01577
0.029601	0.017903	0.00048334	0.029601	0.017149
0.031081	0.018085	0.0004692	0.031081	0.017819
0.032636	0.017393	0.00045018	0.032636	0.017245
0.034267	0.015584	0.00062655	0.034267	0.015351
0.035981	0.011805	0.00034642	0.035981	0.012412
0.03778	0.0081084	0.00028006	0.03778	0.0089566
0.039669	0.0051959	0.00020424	0.039669	0.0055947
0.041652	0.0024573	0.00012965	0.041652	0.00287
0.043735	0.00088668	7.5646e-05	0.043735	0.0011077
0.045922	0.0003839	4.7121e-05	0.045922	0.00034272
0.048218	0.00053452	5.4039e-05	0.048218	0.00032692
0.050628	0.0010902	7.2862e-05	0.050628	0.00064875
0.05316	0.0014022	8.0149e-05	0.05316	0.0009128
0.055818	0.0011767	7.2168e-05	0.055818	0.00090054
0.058609	0.00076532	5.6688e-05	0.058609	0.00063778
0.061539	0.00038504	4.8175e-05	0.061539	0.00032222
0.064616	0.00017352	1.811e-05	0.064616	0.00015474
0.067847	0.00019374	1.7884e-05	0.067847	0.00019121
0.071239	0.00039948	2.4922e-05	0.071239	0.00032378
0.074801	0.00046634	2.6919e-05	0.074801	0.00039683
0.078541	0.00036323	2.3906e-05	0.078541	0.00034001
0.082468	0.00016436	1.6197e-05	0.082468	0.00020079
0.086592	5.0561e-05	1.2361e-05	0.086592	7.6238e-05
0.090921	2.5594e-05	5.1401e-06	0.090921	2.9483e-05
0.095468	4.8076e-05	6.7877e-06	0.095468	4.6497e-05
0.10024	4.7758e-05	6.4965e-06	0.10024	5.6996e-05
0.10525	2.4916e-05	4.5143e-06	0.10525	2.8689e-05
0.11052	3.0524e-05	4.792e-06	0.11052	1.9624e-05
0.11604	4.7452e-05	5.6539e-06	0.11604	6.0077e-05
0.12184	5.4413e-05	5.9595e-06	0.12184	7.4236e-05
0.12794	2.788e-05	4.1792e-06	0.12794	3.7147e-05
0.13433	7.9612e-06	2.1744e-06	0.13433	1.5677e-05
0.14105	7.7237e-06	2.1377e-06	0.14105	1.1245e-05
0.1481	7.883e-06	2.1081e-06	0.1481	5.6413e-06
0.15551	9.4205e-06	2.2864e-06	0.15551	9.1449e-06
0.16328	4.9729e-06	1.7266e-06	0.16328	8.5092e-06
0.17145	1.0295e-05	2.5614e-06	0.17145	5.6152e-06
0.18002	7.3321e-06	2.2672e-06	0.18002	3.5944e-06
0.18902	4.9485e-06	2.0263e-06	0.18902	3.8168e-06
0.19847	4.4298e-06	2.1357e-06	0.19847	5.3558e-06
0.20839	9.243e-06	3.3438e-06	0.20839	7.4137e-06
0.21881	2.4872e-06	1.7606e-06	0.21881	4.143e-06
0.22975	4.9615e-06	2.8711e-06	0.22975	3.3374e-06
0.23768	4.275e-06	4.2765e-06	0.23768	3.2627e-06
