197,2.0955e-15
198,8.6892e-16
199,3.3294e-16
200,1.1788e-16
201,3.8567e-17
202,1.1659e-17
203,3.257e-18
204,8.4068e-19
205,2.0051e-19
206,4.4187e-20
207,8.9976e-21
208,1.6929e-21
209,2.9429e-22
210,4.7268e-23
211,7.0148e-24
212,9.6184e-25
213,1.2185e-25
214,1.4262e-26
215,1.5422e-27
216,1.5408e-28
217,1.4222e-29
218,1.2127e-30
219,9.5538e-32
220,6.9532e-33
221,4.675e-34
222,2.9039e-35
223,1.6664e-36
224,8.8141e-38
225,4.3093e-39
226,1.9533e-40
227,6.4572e-42
228,7.1746e-43
229,1.7937e-43
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,1.7937e-43
290,7.1746e-43
291,8.7889e-42
292,1.5085e-40
293,1.94e-39
294,2.3896e-38
295,2.8026e-37
296,3.119e-36
297,3.2835e-35
298,3.2721e-34
299,3.0869e-33
300,2.7569e-32
301,2.3311e-31
302,1.866e-30
303,1.4141e-29
304,1.0145e-28
305,6.891e-28
306,4.4313e-27
307,2.6978e-26
308,1.5549e-25
309,8.4849e-25
310,4.3834e-24
311,2.144e-23
312,9.9281e-23
313,4.3526e-22
314,1.8066e-21
315,7.0996e-21
316,2.6414e-20
317,9.3045e-20
318,3.1031e-19
319,9.7979e-19
320,2.929e-18
321,8.2902e-18
322,2.2216e-17
323,5.6363e-17
324,1.3539e-16
325,3.0792e-16
326,6.6301e-16
327,1.3516e-15
328,2.6088e-15
329,4.7671e-15
330,8.247e-15
331,1.3507e-14
332,2.0939e-14
333,3.0727e-14
334,4.2669e-14
335,5.606e-14
336,6.9654e-14
337,8.179e-14
338,9.0667e-14
339,9.4724e-14
340,9.3015e-14
341,8.5469e-14
342,7.2955e-14
343,5.7128e-14
344,4.0121e-14
345,2.417e-14
346,1.1268e-14
347,2.9184e-15
348,5.0595e-19
349,2.7288e-15
350,1.0686e-14
351,2.2902e-14
352,3.7977e-14
353,5.4252e-14
354,7.0014e-14
355,8.373e-14
356,9.4247e-14
357,1.0093e-13
358,1.0368e-13
359,1.0287e-13
360,9.9146e-14
361,9.3289e-14
362,8.6024e-14
363,7.7935e-14
364,6.9432e-14
365,6.0775e-14
366,5.2125e-14
367,4.3602e-14
368,3.5328e-14
369,2.7445e-14
370,2.0123e-14
371,1.3551e-14
372,7.9451e-15
373,3.5712e-15
374,7.8007e-16
375,4.4854e-17
376,1.9657e-15
377,7.2128e-15
378,1.639e-14
379,2.9833e-14
380,4.7403e-14
381,6.8352e-14
382,9.1333e-14
383,1.1456e-13
384,1.3604e-13
385,1.5387e-13
386,1.6643e-13
387,1.7248e-13
388,1.7136e-13
389,1.6303e-13
390,1.4823e-13
391,1.2846e-13
392,1.0586e-13
393,8.2791e-14
394,6.139e-14
395,4.318e-14
396,2.886e-14
397,1.8372e-14
398,1.1154e-14
399,6.4353e-15
400,3.4734e-15
401,1.6785e-15
402,6.4479e-16
403,1.2759e-16
404,4.6337e-18
405,2.4724e-16
406,9.1217e-16
407,2.1572e-15
408,4.2747e-15
409,7.7289e-15
410,1.3166e-14
411,2.1357e-14
412,3.3035e-14
413,4.8635e-14
414,6.799e-14
415,9.0135e-14
416,1.1332e-13
417,1.3528e-13
418,1.5368e-13
419,1.6659e-13
420,1.7276e-13
421,1.7172e-13
422,1.6376e-13
423,1.4978e-13
424,1.3118e-13
425,1.0971e-13
426,8.7316e-14
427,6.5864e-14
428,4.6901e-14
429,3.1408e-14
430,1.9712e-14
431,1.156e-14
432,6.3191e-15
433,3.2129e-15
434,1.517e-15
435,6.6429e-16
436,2.6949e-16
437,1.012e-16
438,3.5161e-17
439,1.1295e-17
440,3.354e-18
441,9.2029e-19
442,2.3328e-19
443,5.4622e-20
444,1.1812e-20
445,2.3588e-21
446,4.3495e-22
447,7.4053e-23
448,1.1641e-23
449,1.6894e-24
450,2.2634e-25
451,2.7995e-26
452,3.1965e-27
453,3.3692e-28
454,3.2781e-29
455,2.9442e-30
456,2.4409e-31
457,1.8679e-32
458,1.3194e-33
459,8.6026e-35
460,5.1781e-36
461,2.8748e-37
462,1.4774e-38
463,6.8948e-40
464,2.5829e-41
465,1.6143e-42
466,1.7937e-43
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
