0,1.0292e-27
1,1.9522e-27
2,6.4347e-27
3,2.2188e-26
4,7.5982e-26
5,2.5469e-25
6,8.3247e-25
7,2.6504e-24
8,8.2175e-24
9,2.4809e-23
10,7.2931e-23
11,2.0876e-22
12,5.8188e-22
13,1.5792e-21
14,4.1734e-21
15,1.0739e-20
16,2.6909e-20
17,6.5653e-20
18,1.5597e-19
19,3.608e-19
20,8.1271e-19
21,1.7825e-18
22,3.8069e-18
23,7.9167e-18
24,1.6031e-17
25,3.1608e-17
26,6.0684e-17
27,1.1345e-16
28,2.0652e-16
29,3.6605e-16
30,6.3179e-16
31,1.0618e-15
32,1.7376e-15
33,2.7688e-15
34,4.296e-15
35,6.4905e-15
36,9.5485e-15
37,1.3678e-14
38,1.9079e-14
39,2.5913e-14
40,3.4271e-14
41,4.4133e-14
42,5.534e-14
43,6.7571e-14
44,8.0336e-14
45,9.3005e-14
46,1.0484e-13
47,1.1508e-13
48,1.23e-13
49,1.2801e-13
50,1.2973e-13
51,1.2801e-13
52,1.23e-13
53,1.1508e-13
54,1.0484e-13
55,9.3005e-14
56,8.0336e-14
57,6.7571e-14
58,5.534e-14
59,4.4133e-14
60,3.4271e-14
61,2.5913e-14
62,1.9079e-14
63,1.3678e-14
64,9.5485e-15
65,6.4905e-15
66,4.296e-15
67,2.7688e-15
68,1.7376e-15
69,1.0618e-15
70,6.3179e-16
71,3.6605e-16
72,2.0652e-16
73,1.1345e-16
74,6.0684e-17
75,3.1608e-17
76,1.6031e-17
77,7.9167e-18
78,3.8069e-18
79,1.7825e-18
80,8.1271e-19
81,3.608e-19
82,1.5597e-19
83,6.5653e-20
84,2.6909e-20
85,1.0739e-20
86,4.1734e-21
87,1.5792e-21
88,5.8188e-22
89,2.0876e-22
90,7.2931e-23
91,2.4809e-23
92,8.2174e-24
93,2.6503e-24
94,8.3232e-25
95,2.5452e-25
96,7.5786e-26
97,2.1973e-26
98,6.2033e-27
99,1.7053e-27
100,4.5645e-28
101,1.1897e-28
102,3.0192e-29
103,7.461e-30
104,1.7953e-30
105,4.2063e-31
106,9.5961e-32
107,2.1317e-32
108,4.6111e-33
109,9.712e-34
110,1.9918e-34
111,3.9768e-35
112,7.7282e-36
113,1.4651e-36
114,2.7048e-37
115,4.8501e-38
116,8.5242e-39
117,1.389e-39
118,2.3246e-40
119,4.5918e-41
120,2.8699e-42
121,7.1746e-43
122,7.1746e-43
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,7.1746e-43
146,1.7937e-41
147,5.2303e-40
148,1.0855e-38
149,2.1467e-37
150,3.9555e-36
151,6.7325e-35
152,1.0586e-33
153,1.5375e-32
154,2.063e-31
155,2.5573e-30
156,2.9286e-29
157,3.0985e-28
158,3.0286e-27
159,2.7351e-26
160,2.282e-25
161,1.7591e-24
162,1.2529e-23
163,8.2447e-23
164,5.0128e-22
165,2.816e-21
166,1.4617e-20
167,7.0102e-20
168,3.1065e-19
169,1.272e-18
170,4.8127e-18
171,1.6825e-17
172,5.4353e-17
173,1.6224e-16
174,4.4752e-16
175,1.1406e-15
176,2.6865e-15
177,5.8468e-15
178,1.1759e-14
179,2.1853e-14
180,3.7529e-14
181,5.9557e-14
182,8.7341e-14
183,1.1836e-13
184,1.4823e-13
185,1.7154e-13
186,1.8344e-13
187,1.8129e-13
188,1.6556e-13
189,1.3972e-13
190,1.0896e-13
191,7.8521e-14
192,5.2291e-14
193,3.218e-14
194,1.83e-14
195,9.6167e-15
196,4.6699e-15
