0.0123	0.87491	0.015012	0.0123	0.82482
0.012915	0.83714	0.012872	0.012915	0.80314
0.013561	0.80276	0.011047	0.013561	0.7736
0.014239	0.7482	0.0093815	0.014239	0.73764
0.014951	0.70376	0.0083706	0.014951	0.69502
0.015698	0.66028	0.0072668	0.015698	0.64531
0.016483	0.5936	0.0066412	0.016483	0.58811
0.017307	0.5239	0.0055703	0.017307	0.52393
0.018173	0.45236	0.0046696	0.018173	0.45399
0.019081	0.36581	0.0039779	0.019081	0.38119
0.020035	0.30087	0.0033601	0.020035	0.30899
0.021037	0.23842	0.002821	0.021037	0.24175
0.022089	0.18004	0.0022529	0.022089	0.1835
0.023193	0.13428	0.0018471	0.023193	0.13695
0.024353	0.09945	0.0015407	0.024353	0.10275
0.025571	0.07936	0.0013257	0.025571	0.079825
0.026849	0.064028	0.0011706	0.026849	0.065748
0.028192	0.057275	0.0014651	0.028192	0.057511
0.029601	0.05155	0.0007404	0.029601	0.052338
0.031081	0.046406	0.00066317	0.031081	0.048008
0.032636	0.042963	0.0006198	0.032636	0.043091
0.034267	0.0366	0.00086329	0.034267	0.036969
0.035981	0.030638	0.00053681	0.035981	0.029683
0.03778	0.022466	0.00044363	0.03778	0.02184
0.039669	0.014968	0.00032244	0.039669	0.014317
0.041652	0.0086073	0.00022286	0.041652	0.0080162
0.043735	0.003718	0.00014159	0.043735	0.0035601
0.045922	0.0012527	7.7496e-05	0.045922	0.0011172
0.048218	0.0003472	3.9383e-05	0.048218	0.00034665
0.050628	0.00059234	4.8303e-05	0.050628	0.00056117
0.05316	0.0011127	6.4874e-05	0.05316	0.0010201
0.055818	0.0013384	6.9962e-05	0.055818	0.0012216
0.058609	0.0011141	6.2034e-05	0.058609	0.0010586
0.061539	0.0007482	6.1582e-05	0.061539	0.00074615
0.064616	0.00046803	2.6665e-05	0.064616	0.0005718
0.067847	0.0005454	2.698e-05	0.067847	0.00064389
0.071239	0.00091076	3.3662e-05	0.071239	0.0008264
0.074801	0.0011066	3.7551e-05	0.074801	0.00089498
0.078541	0.00087995	3.3347e-05	0.078541	0.00074438
0.082468	0.0004772	2.5339e-05	0.082468	0.00045325
0.086592	0.00017387	1.6612e-05	0.086592	0.00018556
0.090921	4.865e-05	6.2943e-06	0.090921	5.6612e-05
0.095468	4.8222e-05	6.003e-06	0.095468	5.6794e-05
0.10024	5.3988e-05	6.115e-06	0.10024	7.6027e-05
0.10525	4.5898e-05	5.4299e-06	0.10525	4.7983e-05
0.11052	6.6855e-05	6.271e-06	0.11052	4.5574e-05
0.11604	0.00012005	7.9607e-06	0.11604	0.0001129
0.12184	0.00010931	7.5055e-06	0.12184	0.00013422
0.12794	5.9056e-05	5.3955e-06	0.12794	6.7012e-05
0.13433	1.5868e-05	2.7095e-06	0.13433	2.1381e-05
0.14105	1.1252e-05	2.282e-06	0.14105	1.2662e-05
0.1481	6.2738e-06	1.6462e-06	0.1481	1.0012e-05
0.15551	1.6508e-05	2.6827e-06	0.15551	2.0311e-05
0.16328	2.2181e-05	3.2069e-06	0.16328	2.0247e-05
0.17145	2.0052e-05	3.1639e-06	0.17145	1.3877e-05
0.18002	7.8322e-06	2.0695e-06	0.18002	8.0385e-06
0.18902	6.7667e-06	2.0837e-06	0.18902	6.7791e-06
0.19847	1.034e-05	2.8945e-06	0.19847	9.6987e-06
0.20839	1.914e-05	4.2735e-06	0.20839	1.3309e-05
0.21881	8.6111e-06	2.9603e-06	0.21881	7.634e-06
0.22975	1.1228e-05	3.7497e-06	0.22975	6.3837e-06
0.23768	1.2983e-05	6.6994e-06	0.23768	7.0238e-06
