0.012608,0.85948,0.014927
0.013238,0.80952,0.012518
0.0139,0.78327,0.010782
0.014595,0.80606,0.010039
0.015325,0.53334,0.0070004
0.016091,0.41356,0.0053073
0.016895,0.36009,0.004769
0.01774,0.32804,0.0041271
0.018627,0.28014,0.0034709
0.019558,0.21807,0.0029119
0.020536,0.16817,0.0023786
0.021563,0.12715,0.0019775
0.022641,0.080808,0.0014588
0.023773,0.046468,0.0010457
0.024962,0.022953,0.00071775
0.02621,0.0093527,0.00044281
0.027521,0.0063364,0.00036085
0.028896,0.0080293,0.0005147
0.030341,0.011838,0.00031872
0.031858,0.015354,0.00035177
0.033451,0.016634,0.00036194
0.035124,0.014801,0.00050892
0.03688,0.011186,0.00027612
0.038725,0.0074933,0.00022049
0.040661,0.003331,0.00013226
0.042694,0.0012869,7.5925e-005
0.044829,0.00045684,4.3807e-005
0.04707,0.00060416,4.7975e-005
0.049423,0.0010132,6.0359e-005
0.051894,0.00076199,4.9468e-005
0.054489,0.00041118,3.501e-005
0.057214,0.00018568,2.318e-005
0.060074,0.00036661,3.1783e-005
0.063078,0.00091691,8.0027e-005
0.066231,0.0013266,4.5603e-005
0.069543,0.0010411,3.755e-005
0.07302,0.00043873,2.3146e-005
0.076671,0.00015815,1.3613e-005
0.080505,0.00038726,2.1241e-005
0.08453,0.00065016,2.8158e-005
0.088757,0.00067867,3.4078e-005
0.093195,0.000461,2.2203e-005
0.097854,0.00048166,2.167e-005
0.10275,0.0005103,2.155e-005
0.10788,0.00030972,1.6039e-005
0.11328,0.00016331,1.1236e-005
0.11894,0.00020301,1.1748e-005
0.12489,0.00022554,1.2198e-005
0.13114,9.8595e-005,7.883e-006
0.13769,5.1658e-005,5.5691e-006
0.14458,3.8075e-005,4.7746e-006
0.15181,1.3874e-005,2.7923e-006
0.1594,1.1008e-005,2.4698e-006
0.16736,2.1207e-005,3.5604e-006
0.17574,1.4084e-005,2.9945e-006
0.18452,6.8171e-006,2.2287e-006
0.19375,1.6899e-006,1.1631e-006
0.20343,1.9244e-006,1.3615e-006
0.2136,8.4322e-006,3.1906e-006
0.22428,3.0341e-006,2.1478e-006
0.23372,1.569e-006,1.5696e-006
