0.01218,52.013,1.15
0.012545,51.925,1.062
0.012922,50.86,0.97737
0.013309,47.436,0.86067
0.013709,44.523,0.75284
0.01412,48.402,0.75802
0.014544,43.842,0.6675
0.01498,36.176,0.5639
0.015429,33.933,0.50345
0.015892,33.815,0.47743
0.016369,31.973,0.46335
0.01686,30.994,0.44034
0.017366,29.869,0.3988
0.017887,28.09,0.36206
0.018423,26.851,0.34215
0.018976,24.716,0.32477
0.019545,23.069,0.29658
0.020132,21.196,0.27616
0.020736,18.295,0.24598
0.021358,16.379,0.22432
0.021998,13.618,0.19245
0.022658,11.425,0.16814
0.023338,9.3193,0.14854
0.024038,7.0603,0.1258
0.024759,5.5929,0.10909
0.025502,4.1937,0.091167
0.026267,3.2992,0.079558
0.027055,2.548,0.06985
0.027867,2.2974,0.076442
0.028703,2.1729,0.045015
0.029564,2.0795,0.042447
0.030451,2.2621,0.043061
0.031365,2.255,0.042026
0.032305,2.4058,0.043244
0.033275,2.3179,0.042004
0.034273,2.226,0.057072
0.035301,1.9829,0.040352
0.03636,1.7825,0.036036
0.037451,1.412,0.031692
0.038574,1.0557,0.026149
0.039732,0.78022,0.020469
0.040924,0.48545,0.015015
0.042151,0.27525,0.010879
0.043416,0.11761,0.0070613
0.044718,0.043241,0.0040686
0.04606,0.022373,0.002886
0.047442,0.028261,0.0031681
0.048865,0.031982,0.003279
0.050331,0.034182,0.0032523
0.051841,0.033837,0.0031441
0.053396,0.02321,0.0025917
0.054998,0.012586,0.0018865
0.056648,0.01429,0.0019889
0.058347,0.032833,0.0029531
0.060098,0.05543,0.003808
0.061901,0.10013,0.0076122
0.063758,0.12691,0.0040215
0.06567,0.12854,0.0038577
0.06764,0.10911,0.0034054
0.06967,0.077642,0.0027908
0.07176,0.039862,0.00198
0.073913,0.01825,0.0013432
0.07613,0.013717,0.0011427
0.078414,0.02526,0.0015179
0.080766,0.043072,0.0020519
0.083189,0.056558,0.0024224
0.085685,0.063858,0.0030871
0.088255,0.048765,0.0018792
0.090903,0.0358,0.0014981
0.09363,0.032341,0.0013655
0.096439,0.035598,0.0014393
0.099332,0.035601,0.00139
0.10231,0.032399,0.0012941
0.10538,0.020822,0.0010058
0.10854,0.011587,0.00073655
0.1118,0.0088713,0.00061869
0.11515,0.014783,0.00076987
0.11861,0.019114,0.00086854
0.12217,0.019415,0.00087213
0.12583,0.013986,0.0007328
0.12961,0.0066529,0.00049197
0.13349,0.0027156,0.00030875
0.1375,0.0026673,0.00030535
0.14162,0.0021071,0.00027185
0.14587,0.0011349,0.00019279
0.15025,0.0008789,0.00016723
0.15476,0.0010943,0.0001878
0.1594,0.0018237,0.00024573
0.16418,0.0018526,0.00025579
0.16911,0.0016425,0.00024483
0.17418,0.00075817,0.00017002
0.17941,0.00026998,0.00010518
0.18479,0.00034241,0.0001236
0.19033,0.00025264,0.00011312
0.19604,0.00044997,0.00015928
0.20192,0.0003258,0.00014588
0.20798,0.00057956,0.00020222
0.21422,0.0001736,0.00011399
0.22065,0.00020349,0.000131
0.23408,0.00051405,0.00022716
0.23877,0.00073629,0.00047809
